company_code,company_name,finGubun,tab,search_type,id,parent_id,item,column_name,column_type,yyyy,mm,value,value_type,data_type,yyyymm
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,1,,매출총이익률,2025/03(IFRS연결),year_data,2025,03,8.88,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,2,1.0,매출총이익＜당기＞,2025/03(IFRS연결),year_data,2025,03,245.7,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,3,1.0,매출액＜당기＞,2025/03(IFRS연결),year_data,2025,03,2766.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,4,,영업이익률,2025/03(IFRS연결),year_data,2025,03,3.01,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,5,4.0,영업이익＜당기＞,2025/03(IFRS연결),year_data,2025,03,83.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,6,4.0,매출액＜당기＞,2025/03(IFRS연결),year_data,2025,03,2766.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,7,,순이익률,2025/03(IFRS연결),year_data,2025,03,2.43,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,8,7.0,당기순이익＜당기＞,2025/03(IFRS연결),year_data,2025,03,67.3,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,9,7.0,매출액＜당기＞,2025/03(IFRS연결),year_data,2025,03,2766.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,10,,EBITDA마진율,2025/03(IFRS연결),year_data,2025,03,5.39,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,11,10.0,EBITDA＜당기＞,2025/03(IFRS연결),year_data,2025,03,149.1,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,12,10.0,매출액＜당기＞,2025/03(IFRS연결),year_data,2025,03,2766.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,13,,ROE,2025/03(IFRS연결),year_data,2025,03,0.34,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,14,13.0,당기순이익(지배)＜당기＞,2025/03(IFRS연결),year_data,2025,03,19.1,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,15,13.0,자본총계(지배)＜전기＞,2025/03(IFRS연결),year_data,2025,03,5688.5,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,16,13.0,자본총계(지배)＜당기＞,2025/03(IFRS연결),year_data,2025,03,5682.6,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,17,,ROA,2025/03(IFRS연결),year_data,2025,03,0.55,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,18,17.0,당기순이익＜당기＞,2025/03(IFRS연결),year_data,2025,03,45.9,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,19,17.0,자산총계＜전기＞,2025/03(IFRS연결),year_data,2025,03,9331.6,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,20,17.0,자산총계＜당기＞,2025/03(IFRS연결),year_data,2025,03,9374.9,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,21,,ROIC,2025/03(IFRS연결),year_data,2025,03,3.49,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,22,21.0,NOPLAT,2025/03(IFRS연결),year_data,2025,03,78.9,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),수익성,quarter,23,21.0,IC,2025/03(IFRS연결),year_data,2025,03,2263.1,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,1,,매출액증가율,2025/03(IFRS연결),year_data,2025,03,-6.59,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,2,1.0,매출액＜전기＞,2025/03(IFRS연결),year_data,2025,03,2961.3,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,3,1.0,매출액＜당기＞,2025/03(IFRS연결),year_data,2025,03,2766.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,4,,영업이익증가율,2025/03(IFRS연결),year_data,2025,03,424.89,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,5,4.0,영업이익＜전기＞,2025/03(IFRS연결),year_data,2025,03,15.9,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,6,4.0,영업이익＜당기＞,2025/03(IFRS연결),year_data,2025,03,83.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,7,,순이익증가율,2025/03(IFRS연결),year_data,2025,03,147.21,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,8,7.0,당기순이익＜전기＞,2025/03(IFRS연결),year_data,2025,03,-142.6,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,9,7.0,당기순이익＜당기＞,2025/03(IFRS연결),year_data,2025,03,67.3,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,10,,총자산증가율,2025/03(IFRS연결),year_data,2025,03,0.46,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,11,10.0,자산총계＜전기＞,2025/03(IFRS연결),year_data,2025,03,9331.6,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,12,10.0,자산총계＜당기＞,2025/03(IFRS연결),year_data,2025,03,9374.9,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,13,,유동자산증가율,2025/03(IFRS연결),year_data,2025,03,4.22,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,14,13.0,유동자산＜전기＞,2025/03(IFRS연결),year_data,2025,03,3510.3,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,15,13.0,유동자산＜당기＞,2025/03(IFRS연결),year_data,2025,03,3658.4,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,16,,유형자산증가율,2025/03(IFRS연결),year_data,2025,03,-1.15,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,17,16.0,유형자산＜전기＞,2025/03(IFRS연결),year_data,2025,03,801.0,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,18,16.0,유형자산＜당기＞,2025/03(IFRS연결),year_data,2025,03,791.8,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,19,,자기자본증가율,2025/03(IFRS연결),year_data,2025,03,-0.02,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,20,19.0,자본총계＜전기＞,2025/03(IFRS연결),year_data,2025,03,6733.6,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),성장성,quarter,21,19.0,자본총계＜당기＞,2025/03(IFRS연결),year_data,2025,03,6732.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,1,,부채비율,2025/03(IFRS연결),year_data,2025,03,39.26,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,2,1.0,부채총계,2025/03(IFRS연결),year_data,2025,03,2642.7,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,3,1.0,자본총계,2025/03(IFRS연결),year_data,2025,03,6732.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,4,,유동부채비율,2025/03(IFRS연결),year_data,2025,03,33.27,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,5,4.0,유동부채,2025/03(IFRS연결),year_data,2025,03,2239.6,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,6,4.0,자본총계,2025/03(IFRS연결),year_data,2025,03,6732.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,7,,비유동부채비율,2025/03(IFRS연결),year_data,2025,03,5.99,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,8,7.0,비유동부채,2025/03(IFRS연결),year_data,2025,03,403.1,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,9,7.0,자본총계,2025/03(IFRS연결),year_data,2025,03,6732.2,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,10,,순부채비율,2025/03(IFRS연결),year_data,2025,03,-3.98,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,11,10.0,순부채,2025/03(IFRS연결),year_data,2025,03,-267.9,Real,IFRS연결,202503
004150,한솔홀딩스,K-IFRS(연결),안정성,quarter,12,10.0,자본총계,2025/03(IFRS연결),year_data,2025,03,6732.2,Real,IFRS연결,202503
